module,testCaseId,preRequisites,title,text,steps,expectedResults,automationManual,priority,createdBy,risk,version,type
Human Resources (HR),TC_443, ,"OnCallSetup->Counter Vs Room
-> View",Verify user able to  view Counter Vs Room Mapping details,"1.Launch the application
2.Login to the application with  valid credentials
3.Click on Hospital support services  tab and select Human Resources from dropdown
4.Navigate to Functions - >OnCallSetup-> Counter Vs Room
5.Select the Location from the dropdown ,From date and to date from the calendar and Enter the secretary ID, Secretary name (or) click on search and select the Counter from the dropdown
6.Click on the ""VIEW"" button", Should able  to view the Counter Vs Room Mapping details,Automation,P2,Sankar,High,V17,Function 
Human Resources (HR),TC_444, ,"OnCallSetup->Counter Vs Room
-> Delete",Verify user able to  delete Counter Vs Room Mapping details,"1.Launch the application
2.Login to the application with  valid credentials
3.Click on Hospital support services  tab and select Human Resources from dropdown
4.Navigate to Functions - >OnCallSetup-> Counter Vs Room
5.Select the Location from the dropdown ,From date and to date from the calendar and Enter the secretary ID, Secretary name (or) click on search and select the Counter from the dropdown
6.Click on the ""VIEW"" button
7.Click on the ""Delete icon"" of  required Location name
8.Click on ok button of are u sure want to delete popup",Counter Vs Room Mapping deleted Successfully popup should be display,Automation,P2,Sankar,High,V2,Function 
Human Resources (HR),TC_445, ,OnCallSetup->Doctor Vs Room -> Save,Verify user able to  save Doctor Vs Room Mapping details,"1.Launch the application
2.Login to the application with  valid credentials
3.Click on Hospital support services  tab and select Human Resources from dropdown
4.Navigate to Functions - >OnCallSetup-> Doctor Vs Room
5.Select the Location from the dropdown ,From date and to date from the calendar and   select the specialization ,Doctor Name ,Room name from the dropdown
6.Click on Add button and the details get displayed
7.Click on the ""SAVE"" button",Doctor Vs Room Mapping successfully done  popup should be display,Automation,P2,Sankar,High,V4,Function 
Human Resources (HR),TC_446, ,OnCallSetup->Doctor Vs Room -> View,Verify user able to  view Doctor Vs Room Mapping details,"1.Launch the application
2.Login to the application with  valid credentials
3.Click on Hospital support services  tab and select Human Resources from dropdown
4.Navigate to Functions - >OnCallSetup-> Doctor Vs Room
5.Select the Location from the dropdown ,From date and to date from the calendar and   select the specialization ,Doctor Name ,Room name from the dropdown
6.Click on the ""VIEW"" button", Should able  to view the Doctor Vs Room Mapping details,Automation,P2,Sankar,High,V15,Function 
Human Resources (HR),TC_447, ,OnCallSetup->Doctor Vs Room -> Delete,Verify user able to  delete Doctor Vs Room Mapping details,"1.Launch the application
2.Login to the application with  valid credentials
3.Click on Hospital support services  tab and select Human Resources from dropdown
4.Navigate to Functions - >OnCallSetup-> Doctor Vs Room
5.Select the Location from the dropdown ,From date and to date from the calendar and   select the specialization ,Doctor Name ,Room name from the dropdown
6.Click on the ""VIEW"" button
7.Click on the ""Delete icon"" of  required Doctor name
8.Click on ok button of are u sure want to delete popup",Doctor Vs Room Mapping deleted Successfully popup should be displayed,Automation,P2,Sankar,High,V4,Function 
Human Resources (HR),TC_448, ,OnCallSetup->On call  Doctor Setup master-> Save,Verify user able to  save On call Doctor Setup details,"1.Launch the application
2.Login to the application with  valid credentials
3.Click on Hospital support services  tab and select Human Resources from dropdown
4.Navigate to Functions - >OnCallSetup-> OncallDoctor Set up master
5.Select the Location ,specialization from the dropdown 
6.Select the doctor name and click on Add Doctor button ,doctor details displayed below
7. Select the date in select date click on ""Add Date"" button and select the from time and to time from the dropdown
7.Click on the ""SAVE"" button",Doctor Schedule saved successfully  popup should be display,Automation,P2,Sankar,High,V5,Function 
Human Resources (HR),TC_449, ,OnCallSetup->On call Doctor Set up Master ->View,Verify user able to  view On call Doctor Set up details,"1.Launch the application
2.Login to the application with  valid credentials
3.Click on Hospital support services  tab and select Human Resources from dropdown
4.Navigate to Functions - >OnCallSetup-> OncallDoctor Set up Master
5.Select the Location, specialization, doctor name from the dropdown
6.Click on the ""VIEW"" button", Should able  to view the OncallDoctor Set up details,Automation,P2,Sankar,High,V12,Function 
Human Resources (HR),TC_450, ,OnCallSetup->OncallDoctor Set up master ->Delete,Verify user able to  delete OncallDoctor Set up details,"1.Launch the application
2.Login to the application with  valid credentials
3.Click on Hospital support services  tab and select Human Resources from dropdown
4.Navigate to Functions - >OnCallSetup-> OncallDoctor Set up Master
5.Select the Location, specialization, doctor name from the dropdown
6.Click on the ""VIEW"" button
7.Click on the ""Delete icon"" of  required Doctor ID
8.Click ok on are u sure popup",Record Deleted Successfully popup should be display,Automation,P2,Sankar,High,V2,Function 
Human Resources (HR),TC_451, ,OnCallSetup->Secretary Mapping-> Save,"Verify user able to  save Secretary Mapping
 details","1.Launch the application
2.Login to the application with  valid credentials
3.Click on Hospital support services  tab and select Human Resources from dropdown
4.Navigate to Functions - >OnCallSetup-> Secretary Mapping
5.Select the Location, Department, Secretory Name from the dropdown
6.Click on Add button and the details get displayed
7.Click on the ""SAVE"" button",Secretary Mapping successfully done  popup should be display,Automation,P2,Sankar,High,V10,Function 
IP Billing,TC_452,,Masters ->Service Definition's ->  Service Category - Save,Verify user is able to save a service category definition,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definition's ->  Service Category - Save
5.Enter service category name and description and click on save button",User should be able to add a service category definition,Manual,P1,Sankar,Critical,V6,Function 
IP Billing,TC_453,,Masters ->Service Definitions ->  Service Category - View,Verify user is able to view a service category definition,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->  Service Category - View
5.Enter service category name for particular search and click on view button or just click on view button to view all records.",User should be able to view a service category definition,Manual,P1,Sankar,Critical,V8,Function 
IP Billing,TC_454,,Masters ->Service Definitions ->  Service Category - Update,Verify user is able to delete a service category definition,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->  Service Category - Update
5.Enter service category name for particular search and click on view button or just click on view button to view all records.
6.Click on update icon and do modifications and click on update button.",User should be able to update a service category definition,Manual,P1,Sankar,Critical,V13,Function 
IP Billing,TC_455,,Masters ->Service Definitions -> Service Type -> save,Verify user is able to add service type ,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions -> Service Type.
5.Enter Service Type name, Description, select service category, composition service type, discountable and service type identifier.
6.Click on save button.",User should be able to add new service type,Manual,P1,Sankar,Critical,V12,Function 
IP Billing,TC_456,,Masters ->Service Definitions -> Service Type ->view,Verify user is able to view service type ,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions -> Service Type.
5.Enter Service Type name and click on view button to view particular record or click on view button to view all records.",User should be able to view service type records,Manual,P1,Sankar,Critical,V3,Function 
IP Billing,TC_457,,Masters ->Service Definitions -> Service Type -> update,Verify user is able to update service type ,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions -> Service Type.
5.Enter Service Type name and click on view button to view particular record or click on view button to view all records.
6.Select particular record and click on update icon and make changes to the data and click on update button.",User should be able to modify changes to the service type record data,Manual,P1,Sankar,Critical,V13,Function 
IP Billing,TC_458,,Masters ->Service Definitions ->Global Service Item Definition -> New Global Service Item,Verify user is able to add new global service item,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->Global Service Item Definition -> New Global Service Item
5.select create new global service item radio button.
6.Select service category, service type, enter service name, description, composite services radio box.
7.Under Applicable tab, select yes to gender applicability.
8.select gender, from  and to age and click on add button.
9.Under Patient Education material, select PEM required radio box as yes, select pem type,pem title,description,pem print, pem file name,pem file type and click on add button.
10.Under consents tab, select consents radio button as yes, select consent type, consent title, description, consent file name, consent file type and click on add button.
11.under pre requisites tab, click prerequisites required as yes, select prerequisites type ,prerequisites title,description,prerequisites file name, prerequisites file type and click on add button.
12.Under codification system tab, codification required radio button is selected as yes, enter codification system name, code, subcode and click on add button.
13. click on save button.",User should be able to add new global service item,Manual,P1,Sankar,Critical,V1,Function 
IP Billing,TC_459,,Masters ->Service Definitions ->Global Service Item Definition -> Update Global Service Item,Verify user able to update global service item,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->Global Service Item Definition -> Update Global Service Item
5.select service category, service type and service name.
6.Make modifications and click on add button for each tabs available.
7.Click on update button.",User should be able to update global service item.,Manual,P1,Sankar,Critical,V4,Function 
IP Billing,TC_460,,"Masters ->Service Definitions ->Clone Service Item-> Clone All Service Items to Location	",Verify user able to clone service item from data center,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Clone Service Item->Clone all service item to location
5.Verify the location details and click on save button.",User should be able to clone all service items from data center to all locations.,Manual,P1,Sankar,Critical,V2,Function 
IP Billing,TC_461,,Masters ->Service Definitions ->Clone Service Item->Clone Individual Items,Verify user able to clone service item from data center,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Clone Service Item->Clone Individual Item.
5.Select service type, select data service and click on save button.",User should be able to clone all service items from data center to all locations.,Manual,P1,Sankar,Critical,V7,Function 
IP Billing,TC_462,,Masters ->Service Definitions ->Location Service Item Definition Item->Activate cloned item - service model -> IN HOUSE,Verify user able to activate cloned item,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->Location Service Item Definition Item
5.click  on activate cloned item radio button.
6.select service category, service type, service name, department-> automatic data population happens, click on view details button.
7.Under service association tab, select patient services, patient condition, select service model -> IN HOUSE, service delivery.
8.under financial details tab, click on billable details and select nature of billing, grace period, billable criteria, editable.
9.click on deposit details, select deposit applicable.
10.click on refund details tab, click on refundable options.
11.click on discount details, select discountable.
12.click on cost definition, enter total base price .
13. Under clinical details -> select PEM, Select Pem is required type,pem title, description print, pem file name, pem file path, pem file type and click on add button.
14.click on consents tab, select consents required, consents Telecontent's title,description,consents file name, consents file path, consents file type.
16.click on prerequisites tab, select prerequisite required, prerequisite type, prerequisite title, description, prerequisite file name,pre requisite file path, prerequisite file type and click on add button. click on save button.
17. click on codification systems, select codification required, enter codification system name,code,subcode and click on add button. click on save button.",User should be able to clone selected service items from data center to all locations.,Manual,P1,Sankar,Critical,V9,Function 
IP Billing,TC_463,,Masters ->Service Definitions ->Location Service Item Definition Item->Activate cloned item - service model -> OUT SOURCED,Verify user able to activate cloned item,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->Location Service Item Definition Item
5.click  on activate cloned item radio button.
6.select service category, service type, service name, department-> automatic data population happens, click on view details button.
7.Under service association tab, select patient services, patient condition, select service model -> SHARED REVENUE, service delivery.
8.under financial details tab, click on billable details and select nature of billing, grace period, billable criteria, editable.
9.click on deposit details, select deposit applicable.
10.click on refund details tab, click on refundable options.
11.click on discount details, select discountable.
12.click on cost definition, enter total base price .
13. Under clinical details -> select PEM, Select Pem is required type,pem title, description,pem print, pem file name, pem file path, pem file type and click on add button.
14.click on consents tab, select consents required, consents type,constents title,description,consents file name, consents file path, consents file type.
16.click on prerequisites tab, select prerequisite required, prerequisite type, prerequisite title, description, prerequisite file name,pre requisite file path, prerequisite file type and click on add button. click on save button.
17. click on codification systems, select codification required, enter codification system name,code,subcode and click on add button. click on save button.",User should be able to clone selected service items from data center to all locations.,Manual,P1,Sankar,Critical,V13,Function 
IP Billing,TC_464,,Masters ->Service Definitions ->Location Service Item Definition Item->Activate cloned item - service model -> SHARED REVENUE,Verify user able to activate cloned item,"1.Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definition's ->Location Service Item Definition Item
5.click  on activate cloned item radio button.
6.select service category, service type, service name, department-> automatic data population happens, click on view details button.
7.Under service association tab, select patient services, patient condition, select service model -> SHARED REVENUE, service delivery.
8.under financial details tab, click on billable details and select nature of billing, grace period, billable criteria, editable.
9.click on deposit details, select deposit applicable.
10.click on refund details tab, click on refundable options.
11.click on discount details, select discountable.
12.click on cost definition, enter total base price .
13. Under clinical details -> select PEM, Select Pem is required,pem type,pem title, description,pem print, pem file name, pem file path, pem file type and click on add button.
14.click on consents tab, select consents required, consents type,constents title,description,consents file name, consents file path, consents file type.
16.click on prerequisites tab, select prerequisite required, prerequisite type, prerequisite title, description, prerequisite file name,pre requisite file path, prerequisite file type and click on add button. click on save button.
17. click on codification systems, select codification required, enter codification system name,code,subcode and click on add button. click on save button.",User should be able to clone selected service items from data center to all locations.,Manual,P1,Sankar,Critical,V9,Function 
IP Billing,TC_465,,Masters ->Service Definitions ->Location Service Item Definition Item->Activate cloned item - Billable details ->Fixed,Verify user able to activate cloned item,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->Location Service Item Definition Item
5.click  on activate cloned item radio button.
6.select service category, service type, service name, department-> automatic data population happens, click on view details button.
7.Under service association tab, select patient services, patient condition, select service model -> IN HOUSE, service delivery.
8.under financial details tab, click on billable details and select nature of billing as Fixed , grace period, billable criteria, editable.
9.click on deposit details, select deposit applicable.
10.click on refund details tab, click on refundable options.
11.click on discount details, select discountable.
12.click on cost definition, enter total base price .
13. Under clinical details -> select PEM, Select Pem is required,pem type,pem title, description,pem print, pem file name, pem file path, pem file type and click on add button.
14.click on consents tab, select consents required, consents type,constents title,description,consents file name, consents file path, consents file type.
16.click on prerequisites tab, select prerequisite required, prerequisite type, prerequisite title, description, prerequisite file name,pre requisite file path, prerequisite file type and click on add button. click on save button.
17. click on codification systems, select codification required, enter codification system name,code,subcode and click on add button. click on save button.",User should be able to clone selected service items from data center to all locations.,Manual,P1,Sankar,Critical,V15,Function 
IP Billing,TC_466,,Masters ->Service Definitions ->Location Service Item Definition Item->Activate cloned item - Billable details ->Logic Based,Verify user able to activate cloned item,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->Location Service Item Definition Item
5.click  on activate cloned item radio button.
6.select service category, service type, service name, department-> automatic data population happens, click on view details button.
7.Under service association tab, select patient services, patient condition, select service model -> IN HOUSE, service delivery.
8.under financial details tab, click on billable details and select nature of billing as Logic Based and select UOM, grace period, billable criteria, editable.
9.click on deposit details, select deposit applicable.
10.click on refund details tab, click on refundable options.
11.click on discount details, select discountable.
12.click on cost definition, enter total base price .
13. Under clinical details -> select PEM, Select Pem is required,pem type,pem title, description,pem print, pem file name, pem file path, pem file type and click on add button.
14.click on consents tab, select consents required, consents type,constents title,description,consents file name, consents file path, consents file type.
16.click on prerequisites tab, select prerequisite required, prerequisite type, prerequisite title, description, prerequisite file name,pre requisite file path, prerequisite file type and click on add button. click on save button.
17. click on codification systems, select codification required, enter codification system name,code,subcode and click on add button. click on save button.",User should be able to clone selected service items from data center to all locations.,Manual,P1,Sankar,Critical,V18,Function 
IP Billing,TC_467,,Masters ->Service Definitions ->Location Service Item Definition Item->Activate cloned item - Billable Criteria ->One Time,Verify user able to activate cloned item,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->Location Service Item Definition Item
5.click  on activate cloned item radio button.
6.select service category, service type, service name, department-> automatic data population happens, click on view details button.
7.Under service association tab, select patient services, patient condition, select service model -> IN HOUSE, service delivery.
8.under financial details tab, click on billable details and select nature of billing, grace period, billable criteria-> ONE TIME, editable.
9.click on deposit details, select deposit applicable.
10.click on refund details tab, click on refundable options.
11.click on discount details, select discountable.
12.click on cost definition, enter total base price .
13. Under clinical details -> select PEM, Select Pem is required,pem type,pem title, description,pem print, pem file name, pem file path, pem file type and click on add button.
14.click on consents tab, select consents required, consents type,constents title,description,consents file name, consents file path, consents file type.
16.click on prerequisites tab, select prerequisite required, prerequisite type, prerequisite title, description, prerequisite file name,pre requisite file path, prerequisite file type and click on add button. click on save button.
17. click on codification systems, select codification required, enter codification system name,code,subcode and click on add button. click on save button.",User should be able to clone selected service items from data center to all locations.,Manual,P1,Sankar,Critical,V14,Function 
IP Billing,TC_468,,Masters ->Service Definitions ->Location Service Item Definition Item->Activate cloned item - Billable Criteria ->Episode Based,Verify user able to activate cloned item,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->Location Service Item Definition Item
5.click  on activate cloned item radio button.
6.select service category, service type, service name, department-> automatic data population happens, click on view details button.
7.Under service association tab, select patient services, patient condition, select service model -> IN HOUSE, service delivery.
8.under financial details tab, click on billable details and select nature of billing, grace period, billable criteria as Episode Based and enter MAX Episode Count, editable.
9.click on deposit details, select deposit applicable.
10.click on refund details tab, click on refundable options.
11.click on discount details, select discountable.
12.click on cost definition, enter total base price .
13. Under clinical details -> select PEM, Select Pem is required,pem type,pem title, description,pem print, pem file name, pem file path, pem file type and click on add button.
14.click on consents tab, select consents required, consents type,constents title,description,consents file name, consents file path, consents file type.
16.click on prerequisites tab, select prerequisite required, prerequisite type, prerequisite title, description, prerequisite file name,pre requisite file path, prerequisite file type and click on add button. click on save button.
17. click on codification systems, select codification required, enter codification system name,code,subcode and click on add button. click on save button.",User should be able to clone selected service items from data center to all locations.,Manual,P1,Sankar,Critical,V4,Function 
IP Billing,TC_469,,Masters ->Service Definitions ->Location Service Item Definition Item->Update activated item,Verify user able to update activated item,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->Location Service Item Definition Item
5.click  on Update activated item radio button.
6.select service category, service type, service name, department
7.Click on View Details button.
8.Make update changes and click on Update button",User should be Update activated Item,Manual,P1,Sankar,Critical,V15,Function 
IP Billing,TC_470,,Masters ->Service Definitions ->Location Service Item Definition Item->Activate Inactive item,Verify user able to activate inactive item,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->Location Service Item Definition Item
5.click  on Activate Inactive item radio button and change the status radio button.
6.select service category, service type, service name.
7.Click on View Details button.
8.Make update changes and click on Update button",User should be able to active inactive item.,Manual,P1,Sankar,Critical,V11,Function 
IP Billing,TC_471,,Masters ->Service Definitions ->View Location Service Item -> cloned items,Verify user able to view Location Service Items,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->View Location Service Item -> cloned items
5.Select Service Category, Service Type, will display the list of service that is cloned items.",User should be able to view cloned Location Service Items.,Manual,P1,Sankar,Critical,V7,Function 
IP Billing,TC_472,,Masters ->Service Definitions ->View Location Service Item -> Active Items,Verify user able to view Location Service Items,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->View Location Service Item -> Active items
5.Select Service Category, Service Type, will display the list of service that is Active items.",User should be able to view Active Location Service Items.,Manual,P1,Sankar,Critical,V11,Function 
IP Billing,TC_473,,Masters ->Service Definitions ->View Location Service Item -> Inactive Items,Verify user able to view Location Service Items,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->View Location Service Item -> cloned items
5.Select Service Category, Service Type, will display the list of service that is Inactive items.",User should be able to view Inactive Location Service Items.,Manual,P1,Sankar,Critical,V7,Function 
IP Billing,TC_474,,Masters ->Service Definitions ->Logic Bases Definition,Verify user able to set logic based Definition,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->Logic Bases Definition.
5.Select service item and customer name and click on search.
6.Under logic tab, enter from search, to search, effective from date, effective to date, select unit of measurement, amount, click on add button. select slot type radio button and click on save button.",,Manual,P1,Sankar,Critical,V8,Function 
IP Billing,TC_475,,Masters ->Service Definitions ->Service Aliasing,Verify user able to alias service,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Service Definitions ->Service Aliasing
5.select location, customer category, customer type, customer name, agreement name, effective date, expiry date, file upload and click on submit button",User should be able to upload alias service files,Manual,P1,Sankar,Critical,V16,Function 
IP Billing,TC_476,,"Masters ->Composite Service Definitions-Composite Service-
Composite Service Details-Save","Verify User able to Save 
Composite Service Details","1.Launch the application
2.Login to the application with valid credentials.
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions -> Masters -> Composite Service Definitions -> Composite Service
5. Click on Search and Select Service Category
6. Click on Search and Click on Service ID
7. Click on Service Type Inclusions Tab
8. Select Service Type from left Panel and Click on Add Service Types
9. Click on No limit Check Box
10. Click on Service Item Inclusions & Exclusions Tab
11. Select Service Type from left Panel and Select the Service Item then click on Include
12. Click on No limit Check Box
13. Select Service Type from left Panel and Select the Service Item then click on Exclude
14. Click on Save and click ok on the popup displayed",Package Has Been Created Successfully Message Should be displayed,Manual,P1,Sankar,Critical,V9,Function 
IP Billing,TC_477,,Masters ->Composite Service Definitions-View Composite Services-Local,Verify User able to View Composite Services-Local,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions -> Masters -> Composite Service Definitions -> View Composite Services
5. Select Department and Click Composite service type as Local
6. Click on Search",Local Composite Services List Should be displayed,Manual,P1,Sankar,Critical,V11,Function 
IP Billing,TC_478,,Masters ->Composite Service Definitions-View Composite Services-Global,Verify User able to View Composite Services-Global,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions -> Masters -> Composite Service Definitions -> View Composite Services
5. Select Department and Click Composite service type as Global
6. Click on Search",Global Composite Services List Should be displayed,Manual,P1,Sankar,Critical,V7,Function 
IP Billing,TC_479,,Masters ->Composite Service Definitions-Map Pharmacy Stores With Service Type,Verify User able to Map Pharmacy Stores with Service Type,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions -> Masters -> Composite Service Definitions -> Map Stores With Service Type
5. Click on MAP PHARMACYSTORES WITH SERVICETYPE Radio Button
6. Select 	Location, Billing Service Type and Item Type
7. Click on Save",Map Service Type successfully saved Message Should be displayed,Manual,P1,Sankar,Critical,V10,Function 
IP Billing,TC_480,,Masters ->Composite Service Definitions-Map Pharmacy Stores With Service Type-Delete,Verify User able to Delete Pharmacy Stores with Service Type Mapping,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions -> Masters -> Composite Service Definitions -> Map Stores With ServiceType
5. Click on MAP PHARMACYSTORES WITH SERVICETYPE Radio Button
6. Select 	Location and Click on View
7. Click on Delete Icon and Click ok on the popup displayed",Record deleted successfully Message Should be displayed,Manual,P1,Sankar,Critical,V17,Function 
IP Billing,TC_481,,Masters ->Composite Service Definitions-Map Stores With Service Type,Verify User able to Map MM Stores with Service Type,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions -> Masters -> Composite Service Definitions -> Map Stores With Service Type
5. Click on MAP MMSTORES WITH SERVICETYPE Radio Button
6. Select 	Location, Billing Service Type and Item Type
7. Click on Save",Map Service Type successfully saved Message Should be displayed,Manual,P1,Sankar,Critical,V18,Function 
IP Billing,TC_482,,Masters ->Composite Service Definitions-Map Stores With Service Type-Delete,Verify User able to Delete MM Stores with Service Type Mapping,"1.Launch the application
2.Login to the application with valid credentials.
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions -> Masters -> Composite Service Definitions -> Map Stores With Service Type
5. Click on MAP MMSTORES WITH SERVICETYPE Radio Button
6. Select 	Location and Click on View
7. Click on Delete Icon and Click ok on the popup displayed",Record deleted successfully Message Should be displayed,Manual,P1,Sankar,Critical,V4,Function 
IP Billing,TC_483,,Masters ->Tariff Definitions -> Service Tariff- ADD update Tariff - ADD,Verify user is able to add Service Tariff Details,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Tariff Definitions -> Service Tariff- ADD update Tariff - ADD
5.Select Template Tariff , enter Tariff template name, region, modify template date if needed, enter iom number, enter remarks and click on update button",User should be able to view Service Tariff Details.,Manual,P1,Sankar,Critical,V12,Function 
IP Billing,TC_484,,Masters ->Tariff Definitions -> Service Tariff- ADD update Tariff - UPDATE,Verify user is able to update Service Tariff Details,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Tariff Definitions -> Service Tariff- ADD update Tariff - UPDATE
5.Enter service name and click on search button.
6.Modify Tariff, alias code, Alias name and click on update button.",User should be able to update Service Tariff Details.,Manual,P1,Sankar,Critical,V8,Function 
IP Billing,TC_485,,Masters ->Tariff Definitions -> Service Tariff- ADD update Tariff - Delete,Verify user is able to delete  Service Tariff Details,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Tariff Definitions -> Service Tariff- ADD update Tariff - Delete
5.Enter service name and click on search button.
6.Click  on delete button ",User should be able to delete Service Tariff Details.,Manual,P1,Sankar,Critical,V9,Function 
IP Billing,TC_486,,Masters ->Tariff Definitions -> Service Tariff-Create template - Add new template,Verify user is able to create a new template,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Tariff Definitions -> Service Tariff-Create template - Add new template
5.select create new template radio button.
6.Enter Tariff template, IOM number, IOM Date remarks and click on submit button.",User should be able to create a new template,Manual,P1,Sankar,Critical,V9,Function 
IP Billing,TC_487,,Masters ->Tariff Definitions -> Service Tariff-Create template - Modify Template,Verify user is able to Modify a created template,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Tariff Definitions -> Service Tariff-Create template - Modify Template
5.select Modify template radio button, select Tariff  template, rename to, remarks and click on update button.",User should be able to Modify a created template.,Manual,P1,Sankar,Critical,V11,Function 
IP Billing,TC_488,,Masters ->Tariff Definitions -> Service Tariff- upload template data - Download Template Data To Excel,Verify user is able to upload template data to excel by downloading template,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Tariff Definitions -> Service Tariff- upload template data - Download Template Data To Excel
5.select Tariff template and click on download button",User should be able to upload template data to excel by downloading template,Manual,P1,Sankar,Critical,V10,Function 
IP Billing,TC_489,,Masters ->Tariff Definitions -> Service Tariff- upload template data -Upload Template Data To Excel,Verify user is able to upload template data to excel,"1. Launch the Application.
2.Login to the application with valid credentials
3.Click on Common Support Services Tab and select Billing from the drop down.
4.Navigate to Functions ->masters ->Tariff Definitions -> Service Tariff- upload template data -Upload Template Data To Excel
5.Select Tariff template and click on choose file to attached upload file and click on upload button.",User should be able to upload template data to excel,Manual,P1,Sankar,Critical,V4,Function 
